id,name,birthday,birthplace,thumb,summary
293,Lois Smith,11/3/1930,"Topeka, Kansas, USA",https://resizing.flixster.com/H-FmU2SiRaGNpBdm3vL2yKyDEuc=/218x280/v2/https://flxt.tmsimg.com/assets/40042_v9_bb.jpg,"An esteemed, highly-charged and highly-talented player of stage, TV and film, Lois Smith has not always been regular in the visual media, but she has made the chances count. She made her Broadway debut as a high school student in ""Time Out for Ginger"" in 1952, and her TV debut in the live production of ""The Apple Tree"" the next year. Smith made an auspicious film debut as the thwarted barmaid Ann in Elia Kazan's ""East of Eden"" (1955). Although she was eclipsed in the public eye by James Dean and Jo Van Fleet, nevertheless, she was rewarded by the critics. Yet it was not until 1970 that Smith again had a showy film role. Her performance as Partita, Jack Nicholson's sister, in Bob Rafelson's ""Five Easy Pieces,"" won her the National Society of Film Critics' Award as Best Supporting Actress. In 1976, she was the suicidal Anita in Paul Mazursky's cinematic memoir, ""Next Stop, Greenwich Village"" Film roles followed at the rate of about one per year, but rarely did she get to showcase her abilities until 1995 when Smith was the adult Sophie, still thinking of her years as a swimming champion, in Jocelyn Moorhouse's ""How to Make an American Quilt"" and Susan Sarandon's mother in ""Dead Man Walking."" In Jan De Bont's ""Twister"" (1996), she offered stalwart support as scientist Helen Hunt's aunt while in ""Larger Than Life"" (also 1996), Smith was a retired circus performer."
294,Stephen Henderson,8/31/1949,"Kansas City, Missouri, USA",https://resizing.flixster.com/WBJ6aHReOjrW05wntYj1lKo5nJ4=/218x280/v2/https://flxt.tmsimg.com/assets/293318_v9_bb.jpg,"Stephen McKinley Henderson was an actor who had a successful Hollywood career.   Henderson kickstarted his acting career appearing on various dramas, including ""New York News""  (CBS, 1995-96) and ""Law & Order: Special Victims Unit""  (NBC, 1999-). He appeared in a number of television specials, including ""The Killing Floor""  (PBS, 1983-84) and ""A Raisin in the Sun""  (PBS, 1988-89).  Henderson started in the industry by acting in films like the drama ""MARIE: A True Story""  (1985) with Sissy Spacek.  His work around this time also included a part on the TV movie ""Everyday People""  (HBO, 2003-04). Following that project, he appeared in the drama ""Keane""  (2005) with Damian Lewis and ""Waltzing Anna""  (2006). He also worked in television around this time, including a part on ""Blue Bloods""  (CBS, 2010-).   Henderson's more recent roles included ""Extremely Loud and Incredibly Close""  (2011), the dramatic comedy ""Red Hook Summer""  (2012) with Clarke Peters and the Daniel Day-Lewis blockbuster dramatic adaptation ""Lincoln""  (2012). He held additional roles in television including a part on ""Elementary""  (CBS, 2012-). Most recently,  Henderson acted in ""Da Sweet Blood of Jesus""  (2015) with Stephen T. Williams."
295,Jordan Rodrigues,7/20/1992,"Sydney, New South Wales, Australia",https://resizing.flixster.com/a6mq-YORaZixH3LvMbHYKyg1asg=/218x280/v2/https://flxt.tmsimg.com/assets/637646_v9_ba.jpg,
296,Marielle Scott,,Not Available,https://resizing.flixster.com/nyA7g7_1GGtx-lspsUr-pN_UZh4=/218x280/v2/https://flxt.tmsimg.com/assets/1088199_v9_ba.jpg,
297,John Karna,11/18/1992,Not Available,https://resizing.flixster.com/iad5xPFC-YB3jH9XmUORLTs2kOo=/218x280/v2/https://flxt.tmsimg.com/assets/670746_v9_bb.jpg,
298,Bayne Gibby,,Not Available,https://resizing.flixster.com/tZAMk_fFdY41wfAMDmw5mI3na1c=/218x280/v2/https://flxt.tmsimg.com/assets/516788_v9_ba.jpg,
299,Laura Marano,11/29/1995,"Los Angeles, California, USA",https://resizing.flixster.com/z_lhn3nplz9-uuuiEn2tUH6x78s=/218x280/v2/https://flxt.tmsimg.com/assets/268971_v9_bc.jpg,"Laura Marano was a child actress whose career continued to flourish into her teens. Her first recurring role came on the mystery series ""Without a Trace,"" which began in 2003 and was followed by guest spots on numerous other shows, including the drama ""Ghost Whisperer"" and the supernatural ""Joan of Arcadia."" After ""Without a Trace"" ended in 2006, Marano continued working on TV, appearing in the dark comedy ""Dexter"" and making an appearance in the comedy feature  ""Superbad."" Marano also memorably played a younger version of Sarah Silverman on  ""The Sarah Silverman Program"" and beginning in 2011 earned a co-starring role on the sitcom  ""Austin & Ally."""
300,Greta Gerwig,8/4/1983,"Sacramento, California, USA",https://resizing.flixster.com/WnNmA_PX3VMHWzwWXJXqcnDvW8E=/218x280/v2/https://flxt.tmsimg.com/assets/505975_v9_bb.jpg,"A uniquely soulful screen presence in numerous independent films, including many in the pared-down, character-driven ""mumblecore"" scene, Greta Gerwig graduated to leading roles in major independent films like ""Frances Ha"" (2012), as well as her own acclaimed filmmaking career with ""Lady Bird"" (2018) and ""Little Women"" (2019).  Born Greta Celeste Gerwig in Sacramento, California on August 4, 1983, she and her two siblings were raised as Unitarian Universalists by their father, a loan officer at a credit union, and their mother, an OB-GYN nurse. Though interested in dance, Gerwig studied English at Barnard College, and decided to pursue a master's degree in playwriting. But after finding no purchase at MFA programs for that discipline, Gerwig turned to acting. She had already appeared in two films by seminal ""mumblecore"" filmmakers Joe Swanberg (2006's ""LOL"") and Jay and Mark Duplass (the meta-horror film ""Baghead,"" 2008). These experiences led to her own behind-the-scenes work with Swanberg, first as co-writer on ""Hannah Takes the Stars"" (2007) and later, as writer-director on ""Nights and Weekends"" (2008), a comedy about a romantically involved couple (Gerwig and Swanberg) who must overcome the challenges of a long-distance relationship. A natural performer with a gift for embodying the anxieties and pleasures inherent in the transition from college age to adulthood, Gerwig was soon courted by mainstream adjacent filmmakers like Noam Baumbach, who cast her as the assistant to an eccentric Hollywood family in ""Greenberg"" (2010), and later became her significant other. Though a box office failure, ""Greenberg"" and her work with the mumblecore scene led to work in Hollywood features: Gerwig was part of a complex love quadrangle with Jesse Eisenberg and Ellen Page in Woody Allen's ""To Rome with Love"" (2012), played Natalie Portman's best friend in Ivan Reitman's ""No Strings Attached"" (2011) and was pursued by boyish millionaire Russell Brand in the remake of ""Arthur"" (2011). But Gerwig also remained connected to her indie roots through performances in Whit Stillman's ""Damsels in Distress"" (2011) and drew critical praise for her turns as young women in various stages of personal collapse and reconstruction in ""Lola Versus"" (2011) and Baumbach's ""Frances Ha"" (2012), which she co-wrote, and which earned her a Golden Globe nomination for Best Actress in a Motion Picture Comedy or Musical. After netting positive reviews for her stage debut in The Village Bike in 2014, Gerwig resumed her busy schedule of roles in independent features, including a turn as a gay woman who engages in a sexual relationship with aging actor Al Pacino in Barry Levinson's ""The Humbling"" (2015), a career woman whose desire to have a baby with a married man leads to complications in Rebecca Miller's ""Maggie's Plan"" (2015), and as the adult version of Heather Matarazzo's hapless Dawn Wiener in Todd Solondz's ""Wiener-Dog"" (2016), a sequel of sorts to his debut, ""Welcome to the Dollhouse"" (1995). After playing a photographer recovering from cancer in Mike Mills' autobiographical ""20th Century Women"" (2016), Gerwig wrote and directed ""Lady Bird"" (2017), a carefully crafted and painfully honest comedy-drama about an eclectic teenager with artistic ambitions and a challenging home life; the film earned near-universal acclaim, as well as a Golden Globe for Best Motion Picture - Musical or Comedy, while Gerwig became the fifth woman in motion picture history to receive an Academy Award nomination for Best Director. After voicing a character in Wes Anderson's animated ""Isle of Dogs"" (2018), Gerwig commenced on her next project as writer-director: an adaptation of ""Little Women"" (2019) which reunited her with her ""Lady Bird"" star, Saoirse Ronan. The film opened to universal acclaim on Christmas 2019."
301,Scott Rudin,7/14/1958,"New York, New York, USA",https://resizing.flixster.com/_i62g7dD7s8hfzjVohNRPc4V9vs=/218x280/v2/https://flxt.tmsimg.com/assets/71240_v9_bb.jpg,"A leading producer of diverse Hollywood features and Broadway productions, Scott Rudin was seen as a show business wunderkind when he was named President of Production at 20th Century Fox at the age of 27. Rudin went on to spend nearly a decade producing steady box office hits for Paramount Pictures, earning as much of a reputation for delivering high quality dramas, comedies and thrillers, as for his notoriously quick temper and revolving door of employees. Shortly after settling into a deal with Disney in 2004, Rudin hit a career high mark when the Coen Brothers' ""No Country for Old Men"" (2007) - which he had produced - and Paul Thomas Anderson's ""There Will be Blood"" (2007) -which he had executive produced - were both nominated for Academy Awards for Best Picture. Along with the Coen Brothers, he would win Best Picture for ""No Country for Old Men."""
302,Eli Bush,,Not Available,https://resizing.flixster.com/0k3faS3SoNujxLauBD5-3sqnecg=/218x280/v2/https://flxt.tmsimg.com/assets/683363_v9_ba.jpg,
303,Evelyn O'Neill,,Not Available,https://resizing.flixster.com/L19FHFCjXUi8zUCn6wU4bFB4M8g=/218x280/v2/https://flxt.tmsimg.com/assets/406912_v9_ba.jpg,
304,Lila Yacoub,,Not Available,https://resizing.flixster.com/aQikLFTejV5IkTt965NHnZv3ILI=/218x280/v2/https://flxt.tmsimg.com/assets/457361_v9_ba.jpg,
305,Sam Levy,,Not Available,https://resizing.flixster.com/70Bl16dqE-lDLx3fzOBS1q9ZCI4=/218x280/v2/https://flxt.tmsimg.com/assets/526593_v9_ba.jpg,
306,Nick Houy,,Not Available,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
307,Jon Brion,12/11/1963,"Glen Ridge, New Jersey, USA",https://resizing.flixster.com/vWHlEBxhFfZMr6eCpGN6fW6keT4=/218x280/v2/https://flxt.tmsimg.com/assets/458383_v9_ba.jpg,"After a stretch making his name in the power pop underground, Jon Brion graduated to success as a producer and film composer, working with artists ranging from Kanye West to Paul Thomas Anderson. That variety was also exhibited by his legendarily eclectic one-man shows at the Los Angeles club Largo, which became a popular enough draw to have been affectionately satirized by Fred Armisen in a ""Saturday Night Live"" (NBC 1975- ) sketch."
308,Chris Jones,,Not Available,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
309,April Napier,,Not Available,https://resizing.flixster.com/yhSJ7lP03VfejfYRfHMayxZbvNk=/218x280/v2/https://flxt.tmsimg.com/assets/457885_v9_ba.jpg,
310,Allison Jones,7/13/1955,"Needham, Massachusetts, USA",https://resizing.flixster.com/Cl1qO-6CVGOk01XjtpyMdF5g0xc=/218x280/v2/https://flxt.tmsimg.com/assets/125515_v9_ba.jpg,
311,Heidi Griffiths,,Not Available,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
312,Jordan Thaler,,Not Available,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
313,Tom Cruise,7/3/1962,"Syracuse, New York, USA",https://resizing.flixster.com/GaISa_nUOWmxO5flBqNZ9uyIkKM=/218x280/v2/https://flxt.tmsimg.com/assets/378_v9_bd.jpg,"Tom Cruise rose quickly to become one of the best-known American actors in the world. Born in Syracuse, New York, he moved around throughout his childhood, including a period in Canada. After graduating from high school in New Jersey, he moved first to New York and then to Los Angeles to pursue acting. He made his film debut in the Brooke Shields vehicle ""Endless Love"" (1981). His next role as an aggressive military cadet opposite Timothy Hutton and Sean Penn in ""Taps"" (1981) caught people's attention. He joined another group of young stars, including Patrick Swayze and Rob Lowe, in Francis Ford Coppola's adaptation of the S.E. Hinton novel ""The Outsiders"" (1983). His starring role as schoolboy-turned-pimp Joel in ""Risky Business"" broke him as one of Hollywood's newest celebrities. The long shoot schedule of Ridley Scott's fantasy epic ""Legend"" (1985) briefly took him out of the public eye, but he bounced back with one of the iconic roles of the 1980s. Playing Navy fighter pilot Maverick in Tony Scott's ""Top Gun"" (1986) turned Cruise into a superstar. He began branching into roles with more heft at the same time when he joined Paul Newman for ""The Color of Money"" (1986). He continued in that vein during the next several years, working with high profile directors and co-stars in prestige projects. He partnered with Dustin Hoffman for ""Rain Man"" (1988), Oliver Stone for ""Born on the Fourth of July"" (1989), and Jack Nicholson for ""A Few Good Men"" (1993), the first two of which were Oscar-winners for Best Picture. The actor picked up his first Academy Award nomination for ""Born on the Fourth of July."" While it didn't garner the same level of critical acclaim, his role as Anne Rice's vampire Lestat opposite a young Brad Pitt in ""Interview with a Vampire"" (1994) became as well-remembered as any of the actor's roles. His 11-year marriage to Nicole Kidman saw the couple partner on three films including Ron Howard's ""Far and Away"" (1992) and Stanley Kubrick's ""Eyes Wide Shut"" (1999). By the '90s, he had his pick of roles and began mixing in big-budget populist fare like ""Mission: Impossible"" (1996), based on the '60s television show of the same name. His role as secret agent Ethan Hunt proved popular enough for a series of sequels that would extend for more than two decades. Cruise also notched a second Oscar nomination for his role as a sports agent gaining a conscious in Cameron Crowe's ""Jerry Maguire"" (1996). He worked with another rising filmmaker when he played motivational speaker Frank Mackey in Paul Thomas Anderson's ""Magnolia"" (1999), a role that earned him another Academy Award nomination. After the turn of the century, Cruise bounced between effects-heavy fare like ""Minority Report"" (2002) and ""War of the Worlds"" (2005) to dramas such as ""Lions for Lambs"" (2007) with Robert Redford and Meryl Streep. He also proved himself willing to puncture his own inflated image, with comedic cameos in ""Austin Powers in Goldmember"" (2002) and ""Tropic Thunder"" (2008), and his musical turn in ""Rock of Ages"" (2012). He similarly adopted a self-effacing posture when fans began noticing that there was a scene of the actor running in nearly all his films. Over the years, he found himself a magnet for the tabloids thanks to his close ties to the Church of Scientology and his celebrity marriages to Kidman and Katie Holmes. Cruise added another action franchise to his resume when he jumped into the role of Lee Child's literary tough guy ""Jack Reacher"" (2012). He would reprise the role in ""Jack Reacher: Never Go Back"" (2016). After starring in the big-budget reboot of ""The Mummy"" (2017) and the drama ""American Made"" (2017), he returned to the role that once cemented his superstar status. More than 20 years after the original, Cruise climbed back into the cockpit to revive Maverick for a sequel to his 1986 hit ""Top Gun: Maverick"" (2020)."
